FragmentLength	Frequency	NormalizedFrequency
680	1.1211759053201827e-05	0.0005425922462845898
681	1.068750312276554e-05	0.0005172209194862131
682	1.0549435721238424e-05	0.0005105391578484724
683	1.0506843500063392e-05	0.0005084779104695421
684	1.0536572298735898e-05	0.0005099166334722855
685	1.0263296034015564e-05	0.0004966914489470683
686	1.0288165317520448e-05	0.0004978949960743632
687	1.0177254030165333e-05	0.0004925274525641285
688	1.016353304616264e-05	0.0004918634265628626
689	1.0258579445764635e-05	0.0004964631900091329
690	1.020012233683649e-05	0.0004936341625662387
691	9.94356852136944e-06	0.0004812182597300647
692	1.0083208118980196e-05	0.00048797610768045027
693	1.015581499266112e-05	0.0004914899119371502
694	1.0092641295482047e-05	0.0004884326255563206
695	9.989876842378537e-06	0.00048345934748433806
696	9.947713401953588e-06	0.0004814188509179472
697	9.975727077625756e-06	0.0004827745706705322
698	1.0044046143805838e-05	0.0004860808668018365
699	1.0096357395316112e-05	0.0004886124659316636
700	1.0271157014433772e-05	0.0004970718805102936
